scraping_date,scraping_time,floorplan_name,bedroom,bathroom,apartment_number,square_footage,rent_min,rent_max,move_in_month,move_in_day,move_in_year
2022-05-28,16,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,16,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,17,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,17,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,17,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,17,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,17,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,17,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,17,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,17,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,17,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,17,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,17,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,17,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,17,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,17,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,17,Elm,2,1,2511,1114,1660,2281,7,4,2022
2022-05-28,17,Elm,2,1,311,1114,1660,2371,8,5,2022
2022-05-28,17,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,17,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,17,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,17,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,17,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,18,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,18,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,18,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,18,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,18,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,18,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,18,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,18,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,18,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,18,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,18,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,18,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,18,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,18,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,18,Elm,2,1,2511,1114,1660,2281,7,4,2022
2022-05-28,18,Elm,2,1,311,1114,1660,2371,8,5,2022
2022-05-28,18,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,18,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,18,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,18,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,18,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,20,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,20,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,20,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,20,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,20,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,20,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,20,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,20,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,20,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,20,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,20,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,20,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,20,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,20,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,20,Elm,2,1,2511,1114,1660,2281,7,4,2022
2022-05-28,20,Elm,2,1,311,1114,1660,2371,8,5,2022
2022-05-28,20,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,20,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,20,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,20,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,20,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,21,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,21,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,21,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,21,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,21,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,21,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,21,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,21,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,21,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,21,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,21,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,21,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,21,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,21,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,21,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,21,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,21,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,21,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,21,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,22,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,22,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,22,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,22,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,22,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,22,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,22,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,22,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,22,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,22,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,22,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,22,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,22,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,22,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,22,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,22,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,22,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,22,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,22,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-28,23,Aspen,1,1,2314,592,1391,2016,5,28,2022
2022-05-28,23,Aspen,1,1,1424,592,1391,2016,5,28,2022
2022-05-28,23,Aspen,1,1,2304,592,1391,2016,5,28,2022
2022-05-28,23,Azalea,1,1,1034,599,1421,2057,5,28,2022
2022-05-28,23,Azalea,1,1,1013,599,1376,1995,5,28,2022
2022-05-28,23,Azalea,1,1,1016,599,1499,2142,5,28,2022
2022-05-28,23,Beech,1,1,716,851,1700,2436,5,28,2022
2022-05-28,23,Beech,1,1,1116,851,1715,2466,5,28,2022
2022-05-28,23,Beech,1,1,1716,851,1715,2466,5,28,2022
2022-05-28,23,Cypress,2,2,638,987,1880,2465,5,28,2022
2022-05-28,23,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-28,23,Dogwood,2,2,2622,1233,1907,2525,5,28,2022
2022-05-28,23,Dogwood,2,2,1322,1233,2005,2635,5,28,2022
2022-05-28,23,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-28,23,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-28,23,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-28,23,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-28,23,Fir,3,2,908,1350,2514,3814,5,28,2022
2022-05-28,23,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,0,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,0,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,0,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,0,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,0,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,0,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,0,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,0,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,0,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,0,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,0,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,0,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,0,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,0,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,0,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,0,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,0,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,0,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,0,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,3,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,3,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,3,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,3,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,3,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,3,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,3,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,3,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,3,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,3,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,3,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,3,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,3,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,3,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,3,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,3,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,3,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,3,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,3,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,4,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,4,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,4,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,4,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,4,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,4,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,4,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,4,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,4,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,4,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,4,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,4,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,4,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,4,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,4,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,4,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,4,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,4,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,4,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,5,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,5,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,5,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,5,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,5,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,5,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,5,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,5,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,5,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,5,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,5,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,5,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,5,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,5,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,5,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,5,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,5,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,5,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,5,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,6,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,6,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,6,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,6,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,6,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,6,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,6,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,6,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,6,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,6,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,6,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,6,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,6,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,6,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,6,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,6,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,6,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,6,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,6,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,7,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,7,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,7,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,7,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,7,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,7,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,7,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,7,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,7,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,7,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,7,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,7,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,7,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,7,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,7,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,7,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,7,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,7,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,7,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,8,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,8,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,8,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,8,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,8,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,8,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,8,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,8,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,8,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,8,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,8,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,8,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,8,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,8,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,8,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,8,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,8,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,8,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,8,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,9,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,9,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,9,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,9,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,9,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,9,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,9,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,9,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,9,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,9,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,9,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,9,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,9,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,9,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,9,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,9,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,9,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,9,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,9,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,10,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,10,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,10,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,10,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,10,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,10,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,10,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,10,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,10,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,10,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,10,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,10,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,10,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,10,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,10,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,10,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,10,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,10,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,10,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,11,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,11,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,11,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,11,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,11,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,11,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,11,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,11,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,11,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,11,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,11,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,11,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,11,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,11,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,11,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,11,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,11,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,11,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,11,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,12,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,12,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,12,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,12,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,12,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,12,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,12,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,12,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,12,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,12,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,12,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,12,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,12,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,12,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,12,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,12,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,12,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,12,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,12,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,13,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,13,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,13,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,13,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,13,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,13,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,13,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,13,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,13,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,13,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,13,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,13,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,13,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,13,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,13,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,13,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,13,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,13,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,13,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,14,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,14,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,14,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,14,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,14,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,14,Azalea,1,1,1016,599,1499,2142,5,29,2022
2022-05-29,14,Beech,1,1,716,851,1700,2436,5,29,2022
2022-05-29,14,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,14,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,14,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,14,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,14,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,14,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,14,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,14,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,14,Ficus,3,2,1924,1456,2543,3833,7,30,2022
2022-05-29,14,Ficus,3,2,122,1456,2588,3898,7,31,2022
2022-05-29,14,Fir,3,2,908,1350,2514,3814,5,29,2022
2022-05-29,14,Fir,3,2,922,1350,2538,3512,7,5,2022
2022-05-29,15,Aspen,1,1,2314,592,1391,2016,5,29,2022
2022-05-29,15,Aspen,1,1,1424,592,1391,2016,5,29,2022
2022-05-29,15,Aspen,1,1,2304,592,1391,2016,5,29,2022
2022-05-29,15,Azalea,1,1,1034,599,1421,2057,5,29,2022
2022-05-29,15,Azalea,1,1,1013,599,1376,1995,5,29,2022
2022-05-29,15,Azalea,1,1,1016,599,1486,2136,5,29,2022
2022-05-29,15,Beech,1,1,716,851,1685,2429,5,29,2022
2022-05-29,15,Beech,1,1,1116,851,1715,2466,5,29,2022
2022-05-29,15,Beech,1,1,1716,851,1715,2466,5,29,2022
2022-05-29,15,Cypress,2,2,638,987,1880,2465,5,29,2022
2022-05-29,15,Cypress,2,2,1117,987,1825,2478,7,26,2022
2022-05-29,15,Cypress,2,2,1618,987,1825,2595,7,28,2022
2022-05-29,15,Dogwood,2,2,2622,1233,1907,2525,5,29,2022
2022-05-29,15,Dogwood,2,2,1322,1233,2005,2635,5,29,2022
2022-05-29,15,Dogwood,2,2,1312,1233,1980,2617,6,5,2022
2022-05-29,15,Ficus,3,2,1923,1456,2588,3629,6,29,2022
2022-05-29,15,Ficus,3,2,1924,1456,2543,3833,7,30,2022
