scraping_date,scraping_time,floorplan_name,bedroom,bathroom,apartment_number,rent_min,rent_max,move_in_month,move_in_day,move_in_year
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,12,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,12,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,12,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,13,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,13,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,13,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,14,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,14,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,14,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,15,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,15,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,15,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,16,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,16,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,16,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,17,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,17,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,17,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,18,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,18,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,18,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,19,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,19,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,19,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,20,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,20,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,20,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,21,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,21,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,21,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,22,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,22,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,22,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,23,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,23,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,23,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,24,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,6,24,2022
2022/05/19,15,Davenport Deluxe,2,2,1310,2065,2065,6,24,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,25,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,26,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,27,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,28,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,29,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,6,30,2022
2022/05/19,15,Hampton Classic II,1,1,720,1500,1500,7,1,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,18,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,19,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,20,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,21,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,21,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,22,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,22,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,23,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,23,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,24,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,24,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,25,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,25,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,26,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,26,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,27,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,27,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,28,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,28,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,29,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,29,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,30,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,30,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,7,31,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,7,31,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,1,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,1,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,2,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,2,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,3,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,3,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,4,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,4,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,5,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,5,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,6,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,6,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,7,2022
2022/05/19,15,Englewood Deluxe,2,2,1380,2270,2270,8,7,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,8,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,9,2022
2022/05/19,15,Davenport Classic II,2,2,1310,1855,1855,8,10,2022
